,시군구법정동번지코드,시군구법정동번코드,시군구법정동코드,본번,부번,사용량_KWH,시도명,시군구명,법정동명,새주소대로로코드,새주소대로로명,새주소본번,새주소부번
341228,291701260028621,29170126002862,2917012600,2862,1,1493,광주광역시,북구,본촌동,291703162045.0,양산택지로,140.0,0.0
341229,291701260028720,29170126002872,2917012600,2872,0,23645,광주광역시,북구,본촌동,291703162045.0,양산택지로,118.0,0.0
341230,291701260028790,29170126002879,2917012600,2879,0,1368,광주광역시,북구,본촌동,291703162045.0,양산택지로,114.0,0.0
341231,291701260028900,29170126002890,2917012600,2890,0,180,광주광역시,북구,본촌동,291703162046.0,양산택지소로,38.0,0.0
341232,291701260029090,29170126002909,2917012600,2909,0,1591,광주광역시,북구,본촌동,291703162052.0,용두택지로,65.0,0.0
341233,291701260029100,29170126002910,2917012600,2910,0,10618,광주광역시,북구,본촌동,291704286282.0,본촌택지로29번길,25.0,0.0
341234,291701260029101,29170126002910,2917012600,2910,1,1872,광주광역시,북구,본촌동,291703162052.0,용두택지로,61.0,0.0
341235,291701260029110,29170126002911,2917012600,2911,0,3172,광주광역시,북구,본촌동,291704286282.0,본촌택지로29번길,27.0,0.0
341236,291701260029230,29170126002923,2917012600,2923,0,868,광주광역시,북구,본촌동,291704286282.0,본촌택지로29번길,8.0,0.0
341237,291701260029320,29170126002932,2917012600,2932,0,292,광주광역시,북구,본촌동,291703162052.0,용두택지로,64.0,0.0
341238,291701260029330,29170126002933,2917012600,2933,0,13100,광주광역시,북구,본촌동,291703162052.0,용두택지로,58.0,1.0
341239,291701260029350,29170126002935,2917012600,2935,0,527,광주광역시,북구,본촌동,291704286282.0,본촌택지로29번길,7.0,3.0
341240,291701260029360,29170126002936,2917012600,2936,0,931,광주광역시,북구,본촌동,291704286282.0,본촌택지로29번길,3.0,0.0
341241,291701260029410,29170126002941,2917012600,2941,0,2391,광주광역시,북구,본촌동,-,-,-,-
341242,291701260029460,29170126002946,2917012600,2946,0,1650,광주광역시,북구,본촌동,291703162021.0,본촌택지로,27.0,0.0
341243,291701260029540,29170126002954,2917012600,2954,0,7334,광주광역시,북구,본촌동,-,-,-,-
341244,291701260029630,29170126002963,2917012600,2963,0,631,광주광역시,북구,본촌동,291703162045.0,양산택지로,123.0,0.0
305608,291101110034248,2911011100342,2911011100,342,48,958,광주광역시,동구,지산동,291104277217.0,지산로78번길,15.0,0.0
305607,291101110034239,2911011100342,2911011100,342,39,1423,광주광역시,동구,지산동,291104277217.0,지산로78번길,19.0,0.0
305606,291101110034226,2911011100342,2911011100,342,26,5052,광주광역시,동구,지산동,291103159012.0,준법로,3.0,0.0
305605,291101110034224,2911011100342,2911011100,342,24,1240,광주광역시,동구,지산동,291103159012.0,준법로,7.0,1.0
305573,29110110006890,2911011000689,2911011000,689,0,142036,광주광역시,동구,산수동,291103162072.0,밤실로,150.0,0.0
305572,29110110006860,2911011000686,2911011000,686,0,599,광주광역시,동구,산수동,291103162072.0,밤실로,152.0,0.0
305571,29110110006830,2911011000683,2911011000,683,0,13981,광주광역시,동구,산수동,291103162072.0,밤실로,154.0,0.0
305570,291101100055977,2911011000559,2911011000,559,77,3332,광주광역시,동구,산수동,291104277254.0,필문대로192번길,26.0,2.0
305569,291101100055955,2911011000559,2911011000,559,55,1574,광주광역시,동구,산수동,291104277078.0,동명로69번길,26.0,0.0
305568,291101100055948,2911011000559,2911011000,559,48,44,광주광역시,동구,산수동,291104277254.0,필문대로192번길,32.0,5.0
305567,291101100055943,2911011000559,2911011000,559,43,2913,광주광역시,동구,산수동,291104277254.0,필문대로192번길,32.0,4.0
305566,29110110005598,2911011000559,2911011000,559,8,2496,광주광역시,동구,산수동,291104277254.0,필문대로192번길,18.0,5.0
305565,291101100055839,2911011000558,2911011000,558,39,543,광주광역시,동구,산수동,291104277256.0,필문대로206번길,6.0,43.0
305564,291101100055833,2911011000558,2911011000,558,33,992,광주광역시,동구,산수동,291104277254.0,필문대로192번길,11.0,0.0
305563,291101100055726,2911011000557,2911011000,557,26,1847,광주광역시,동구,산수동,291104277254.0,필문대로192번길,12.0,1.0
305562,291101100055642,2911011000556,2911011000,556,42,1136,광주광역시,동구,산수동,291104277256.0,필문대로206번길,6.0,0.0
305561,291101100055615,2911011000556,2911011000,556,15,3370,광주광역시,동구,산수동,291102009007.0,필문대로,194.0,0.0
305560,291101100055612,2911011000556,2911011000,556,12,267,광주광역시,동구,산수동,291104277256.0,필문대로206번길,6.0,10.0
305559,29110110005564,2911011000556,2911011000,556,4,1726,광주광역시,동구,산수동,291104277256.0,필문대로206번길,6.0,38.0
305558,29110110005563,2911011000556,2911011000,556,3,2419,광주광역시,동구,산수동,291104277254.0,필문대로192번길,3.0,0.0
305557,291101100055535,2911011000555,2911011000,555,35,2977,광주광역시,동구,산수동,291104277254.0,필문대로192번길,2.0,0.0
