,시군구법정동번지코드,시군구법정동번코드,시군구법정동코드,본번,부번,사용량_KWH,시도명,시군구명,법정동명,새주소대로로코드,새주소대로로명,새주소본번,새주소부번
1337744,501101030013685,50110103001368,5011010300,1368,5,2744,제주특별자치도,제주시,이도일동,501103349184.0,중앙로,69.0,0.0
1337743,501101030013641,50110103001364,5011010300,1364,1,4097,제주특별자치도,제주시,이도일동,501104848759.0,중앙로11길,2.0,0.0
1337742,501101030013621,50110103001362,5011010300,1362,1,15836,제주특별자치도,제주시,이도일동,501104848759.0,중앙로11길,1.0,0.0
1337741,501101030013543,50110103001354,5011010300,1354,3,1813,제주특별자치도,제주시,이도일동,501103349016.0,관덕로,54.0,1.0
1337740,501101030013514,50110103001351,5011010300,1351,4,2293,제주특별자치도,제주시,이도일동,501103349016.0,관덕로,56.0,0.0
1337739,5011010300134958,50110103001349,5011010300,1349,58,3512,제주특별자치도,제주시,이도일동,-,-,-,-
1337738,5011010300134946,50110103001349,5011010300,1349,46,5386,제주특별자치도,제주시,이도일동,-,-,-,-
1337737,5011010300134927,50110103001349,5011010300,1349,27,497,제주특별자치도,제주시,이도일동,501104848350.0,오현길,84.0,0.0
1337736,501101030013471,50110103001347,5011010300,1347,1,17188,제주특별자치도,제주시,이도일동,501103349184.0,중앙로,63.0,9.0
1337747,5011010300142123,50110103001421,5011010300,1421,23,4610,제주특별자치도,제주시,이도일동,501104848763.0,중앙로15길,6.0,0.0
1337735,501101030013471,50110103001347,5011010300,1347,1,17188,제주특별자치도,제주시,이도일동,501103349184.0,중앙로,63.0,11.0
1337733,501101030013305,50110103001330,5011010300,1330,5,5015,제주특별자치도,제주시,이도일동,501104848761.0,중앙로13길,16.0,8.0
1337732,501101030013303,50110103001330,5011010300,1330,3,3708,제주특별자치도,제주시,이도일동,501104848350.0,오현길,68.0,5.0
1337731,501101030013303,50110103001330,5011010300,1330,3,3708,제주특별자치도,제주시,이도일동,501104848761.0,중앙로13길,14.0,0.0
1337730,5011010300132431,50110103001324,5011010300,1324,31,677,제주특별자치도,제주시,이도일동,501104848350.0,오현길,12.0,0.0
1337729,501101030012925,50110103001292,5011010300,1292,5,158,제주특별자치도,제주시,이도일동,501103349184.0,중앙로,161.0,0.0
1337728,5011010300128930,50110103001289,5011010300,1289,30,936,제주특별자치도,제주시,이도일동,501104847207.0,광양1길,4.0,0.0
1337727,5011010300128928,50110103001289,5011010300,1289,28,126,제주특별자치도,제주시,이도일동,-,-,-,-
1337726,5011010300128921,50110103001289,5011010300,1289,21,5392,제주특별자치도,제주시,이도일동,501104847207.0,광양1길,2.0,1.0
1337725,5011010300128920,50110103001289,5011010300,1289,20,2543,제주특별자치도,제주시,이도일동,501104847207.0,광양1길,6.0,0.0
1337724,5011010300128917,50110103001289,5011010300,1289,17,2560,제주특별자치도,제주시,이도일동,501104847207.0,광양1길,20.0,1.0
1337723,5011010300128914,50110103001289,5011010300,1289,14,4128,제주특별자치도,제주시,이도일동,501104847566.0,동광로1길,30.0,0.0
1337734,501101030013444,50110103001344,5011010300,1344,4,3489,제주특별자치도,제주시,이도일동,501104848350.0,오현길,80.0,0.0
1337748,501101030014302,50110103001430,5011010300,1430,2,1844,제주특별자치도,제주시,이도일동,501104848350.0,오현길,78.0,8.0
1337749,501101030014361,50110103001436,5011010300,1436,1,2324,제주특별자치도,제주시,이도일동,501104847160.0,관덕로14길,18.0,0.0
1337750,501101030014364,50110103001436,5011010300,1436,4,2199,제주특별자치도,제주시,이도일동,501104848761.0,중앙로13길,12.0,0.0
1337775,501101030016872,50110103001687,5011010300,1687,2,1161,제주특별자치도,제주시,이도일동,501104847208.0,광양2길,31.0,0.0
1337774,501101030016866,50110103001686,5011010300,1686,6,2054,제주특별자치도,제주시,이도일동,501103349184.0,중앙로,184.0,0.0
1337773,501101030016862,50110103001686,5011010300,1686,2,1295,제주특별자치도,제주시,이도일동,501103349184.0,중앙로,176.0,0.0
1337772,501101030016861,50110103001686,5011010300,1686,1,3731,제주특별자치도,제주시,이도일동,501104847208.0,광양2길,34.0,0.0
1337771,501101030016852,50110103001685,5011010300,1685,2,22,제주특별자치도,제주시,이도일동,501104847208.0,광양2길,27.0,1.0
1337770,501101030016600,50110103001660,5011010300,1660,0,44755,제주특별자치도,제주시,이도일동,501104847209.0,광양4길,32.0,0.0
1337769,501101030016600,50110103001660,5011010300,1660,0,44755,제주특별자치도,제주시,이도일동,501104847209.0,광양4길,30.0,1.0
1337768,501101030016431,50110103001643,5011010300,1643,1,300264,제주특별자치도,제주시,이도일동,501103349176.0,전농로,114.0,0.0
1337767,501101030015662,50110103001566,5011010300,1566,2,1890,제주특별자치도,제주시,이도일동,501103349184.0,중앙로,117.0,1.0
1337766,501101030015591,50110103001559,5011010300,1559,1,688,제주특별자치도,제주시,이도일동,501104848350.0,오현길,32.0,0.0
1337765,5011010300155410,50110103001554,5011010300,1554,10,85,제주특별자치도,제주시,이도일동,501104848350.0,오현길,40.0,0.0
1337764,501101030015525,50110103001552,5011010300,1552,5,95,제주특별자치도,제주시,이도일동,501104848770.0,중앙로21길,21.0,2.0
1337763,5011010300155136,50110103001551,5011010300,1551,36,326,제주특별자치도,제주시,이도일동,501104848767.0,중앙로19길,22.0,0.0
1337762,5011010300155132,50110103001551,5011010300,1551,32,419,제주특별자치도,제주시,이도일동,501104848350.0,오현길,46.0,0.0
1337761,501101030015514,50110103001551,5011010300,1551,4,360,제주특별자치도,제주시,이도일동,501104848350.0,오현길,46.0,1.0
1337760,5011010300152718,50110103001527,5011010300,1527,18,290,제주특별자치도,제주시,이도일동,501104848767.0,중앙로19길,11.0,0.0
1337759,501101030015278,50110103001527,5011010300,1527,8,550,제주특별자치도,제주시,이도일동,501104848767.0,중앙로19길,17.0,0.0
1337758,501101030015221,50110103001522,5011010300,1522,1,644,제주특별자치도,제주시,이도일동,501103349184.0,중앙로,107.0,0.0
1337757,501101030015061,50110103001506,5011010300,1506,1,1225,제주특별자치도,제주시,이도일동,501103349102.0,성지로,10.0,0.0
